id,name,type,sex,country,year,success,duration
jamdel1,James Dell,1,1,gb,NA,NA,NA
frawil,Frank Wild,1,1,gb,NA,NA,NA
thowil,Thomas Soulsb Williamson,1,1,gb,NA,NA,NA
geocro,George Beaver Croucher,1,1,gb,NA,NA,NA
ernjoy,Ernest Joyce,1,1,gb,NA,NA,NA
thocre,Thomas Crean,1,1,ie,NA,NA,NA
jeshan,Jesse Handsley,1,1,gb,NA,NA,NA
wilwel,William Isaac Weller,1,1,gb,NA,NA,NA
wilpet,William Peters,1,1,gb,NA,NA,NA
johwal,John Dargie Walker,1,1,gb,NA,NA,NA
jamdun,James Duncan,1,1,gb,NA,NA,NA
henbre,Henry B. Brett,1,1,gb,NA,NA,NA
geovin,George Vince,1,1,gb,NA,NA,NA
chabon,Charles Bonner,1,1,gb,NA,NA,NA
willas,William Lashly,1,1,gb,NA,NA,NA
artqua,Arthur Lester Quartley,1,1,gb,NA,NA,NA
thowhi,Thomas Whitfield,1,1,gb,NA,NA,NA
fraplu,Frank Plumley,1,1,gb,NA,NA,NA
wilpag,William Page,1,1,gb,NA,NA,NA
wilhub,William Hubert,1,1,gb,NA,NA,NA
brgov,Britische Regierung,3,NA,gb,NA,NA,NA
llelon,Llewellyn W. Longstaff,3,1,gb,NA,NA,NA
rgs,Royal Geographical Society,3,NA,gb,NA,NA,NA
alfhar,Alfred Harmsworth,3,1,gb,NA,NA,NA
q,Shackleton-Rowett Expedition,2,NA,gb,1921,2,12
frawor,Frank Worsley,1,1,nz,NA,NA,NA
aleker,Alexander Kerr,1,1,gb,NA,NA,NA
jammci,James McIlroy,1,1,gb,NA,NA,NA
alemac,Alexander Macklin,1,1,gb,NA,NA,NA
leohus,Leonard Hussey,1,1,gb,NA,NA,NA
chagre,Charles Green,1,1,gb,NA,NA,NA
thomcl,Thomas McLeod,1,1,gb,NA,NA,NA
rodcar,Roderick Carr,1,1,nz,NA,NA,NA
hubwil,Hubert Wilkins,1,1,au,NA,NA,NA
geodou,George Douglas,1,1,ca,NA,NA,NA
jammar,James Marr,1,1,gb,NA,NA,NA
normoo,Norman Mooney,1,1,gb,NA,NA,NA
doujef,Douglas Jeffrey,1,1,gb,NA,NA,NA
eeeeri,Eriksen,1,1,NA,NA,NA,NA
johbee,John Bee-Mason,1,1,gb,NA,NA,NA
cccsmi,C.E. Smith,1,1,gb,NA,NA,NA
harwat,Harold Watts,1,1,gb,NA,NA,NA
gggross,G.H. Ross,1,1,gb,NA,NA,NA
sssyou,S.S. Young,1,1,NA,NA,NA,NA
hararg,Harold Argles,1,1,NA,NA,NA,NA
chrnai,Christopher Naisbitt,1,1,NA,NA,NA,NA
johrow,John Quiller Rowett,3,1,gb,NA,NA,NA
